accel_x_g,accel_y_g,accel_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,tilt_x_deg,tilt_y_deg,vibration_rms_g,displacement_mm,crack_width_mm,label,risk_score,risk_status
0.0214,0.032,1.0049,-0.23,1.011,-0.694,0.351,0.228,0.00683,0.0,0.051,0,7.5,LOW
-0.0042,0.0218,0.997,-0.809,-0.689,0.008,0.244,0.578,0.00287,0.0,0.0,0,6.3,LOW
-0.0279,-0.0225,1.0126,0.983,-0.969,-1.569,0.145,0.461,0.00528,0.0,0.026,0,9.8,LOW
0.0086,0.0269,0.9984,1.962,-0.465,0.868,0.836,0.46,0.00793,0.0,0.019,0,11.3,LOW
-0.0092,0.0001,1.0091,-0.058,0.319,-0.086,0.255,0.0,0.00669,0.18,0.023,0,5.8,LOW
0.0137,0.0029,0.9989,0.7,1.895,-0.453,0.926,0.279,0.0025,0.04,0.0,0,9.0,LOW
-0.0072,-0.0422,0.9972,0.542,-2.06,1.11,0.349,1.047,0.00393,0.0,0.0,0,10.9,LOW
-0.0211,-0.0119,1.006,0.243,-0.471,2.366,0.276,0.582,0.00887,0.0,0.082,0,11.3,LOW
-0.0106,-0.015,1.0025,-0.182,0.445,-0.192,0.148,0.37,0.00494,0.0,0.0,0,4.8,LOW
-0.0186,0.0104,0.9943,-1.216,0.172,1.184,0.421,0.976,0.00464,0.0,0.0,0,10.7,LOW
0.0266,-0.0254,1.0071,0.41,-0.416,0.316,0.547,0.414,0.00904,0.0,0.005,0,9.0,LOW
0.176,0.0366,0.9661,-2.175,7.427,12.45,7.153,2.884,0.01065,3.84,1.383,1,86.7,CRITICAL
0.0549,0.022,0.993,-0.831,-0.274,-0.228,0.718,0.535,0.00513,0.09,0.069,0,9.8,LOW
0.0001,-0.0162,1.0024,0.944,0.525,-0.962,0.366,0.245,0.0059,0.01,0.019,0,7.0,LOW
-0.0323,0.0467,0.9904,-0.334,-0.629,-0.604,0.801,0.235,0.00568,0.0,0.086,0,9.6,LOW
0.0028,-0.0314,1.0066,0.172,-1.647,0.516,1.016,0.553,0.00546,0.03,0.0,0,11.9,LOW
-0.0227,0.0786,1.0214,0.028,0.34,-0.047,0.214,0.24,0.00433,0.07,0.009,0,8.1,LOW
0.0318,-0.0067,0.9934,0.319,1.283,-0.138,0.284,0.0,0.00365,0.0,0.013,0,5.6,LOW
0.0351,0.033,0.9954,1.004,-0.835,0.387,0.518,0.825,0.00521,0.0,0.033,0,10.1,LOW
0.0876,0.0724,1.0613,3.879,-8.162,0.627,3.511,2.719,0.01625,5.15,0.434,1,68.1,HIGH
-0.0117,0.0529,0.9993,0.755,1.307,2.397,0.189,0.849,0.00799,0.0,0.0,0,10.9,LOW
-0.0009,0.0301,1.0081,-0.511,-0.796,-0.709,0.575,0.487,0.00873,0.07,0.029,0,10.5,LOW
-0.1017,-0.1559,0.9746,3.349,3.529,1.405,6.056,5.142,0.01691,6.2,1.184,1,80.9,CRITICAL
-0.0449,-0.0103,1.0043,0.566,0.43,-1.43,0.41,0.743,0.00665,0.0,0.0,0,9.9,LOW
-0.0418,0.0242,1.0171,1.229,1.263,-1.416,0.628,0.367,0.00397,0.0,0.0,0,12.0,LOW
0.0625,-0.0647,1.0027,-0.363,2.321,0.293,2.647,2.789,0.03534,3.85,1.63,1,52.3,MEDIUM
0.0073,0.0046,1.0235,-0.405,0.291,0.402,0.671,0.315,0.00287,0.0,0.058,0,10.8,LOW
-0.0226,-0.0122,1.0148,1.887,0.837,-1.367,0.538,0.463,0.00611,0.05,0.0,0,12.6,LOW
0.0253,0.0088,1.0105,-0.292,0.249,0.084,0.735,1.044,0.00363,0.0,0.0,0,10.9,LOW
0.0849,-0.1302,0.9492,5.453,2.111,6.325,5.678,3.614,0.01782,5.72,0.283,1,78.4,HIGH
-0.0131,-0.1006,0.9905,-8.715,6.101,-0.942,9.28,5.127,0.00872,6.12,0.792,1,94.4,CRITICAL
-0.0628,-0.1701,0.9781,6.731,-3.584,1.085,0.9,1.853,0.02204,3.77,1.511,1,48.7,MEDIUM
0.1152,-0.0346,0.93,5.062,-2.923,-2.181,0.258,5.256,0.00468,2.4,2.085,1,62.0,HIGH
0.0027,0.0131,1.003,0.556,1.892,-0.864,0.711,0.683,0.0046,0.03,0.11,0,11.4,LOW
-0.0213,0.0517,0.999,0.699,1.676,0.822,0.401,0.437,0.00576,0.0,0.0,0,8.3,LOW
-0.0212,-0.0003,1.0159,-0.257,1.525,0.509,1.292,1.129,0.00494,0.11,0.054,0,17.3,LOW
0.0023,0.0016,1.0042,-1.748,-1.131,-0.024,0.388,0.196,0.00432,0.0,0.041,0,7.8,LOW
0.0152,-0.0426,0.9889,-0.123,-0.396,-1.184,0.38,0.818,0.0033,0.0,0.019,0,10.0,LOW
0.0081,0.0142,1.022,-1.326,1.02,-0.015,0.428,0.814,0.00528,0.02,0.0,0,13.5,LOW
-0.0004,0.0024,0.9928,2.526,0.393,0.903,0.697,0.198,0.00336,0.0,0.017,0,10.2,LOW
0.0066,-0.0812,0.9987,-0.264,-0.732,0.462,1.243,0.442,0.00323,0.07,0.0,0,9.5,LOW
0.005,0.0008,1.0221,-0.289,-0.476,0.139,0.338,0.32,0.00324,0.02,0.0,0,8.9,LOW
0.0022,-0.0503,1.012,0.44,1.097,-1.356,0.311,0.634,0.00261,0.0,0.016,0,9.7,LOW
-0.0284,0.0281,1.0038,0.807,-0.215,3.006,0.829,0.364,0.00239,0.0,0.073,0,11.3,LOW
-0.0,-0.0065,1.0046,0.228,-0.498,0.746,0.733,0.636,0.00393,0.09,0.001,0,9.1,LOW
-0.014,0.0107,1.0202,-2.227,2.541,3.293,4.987,3.949,0.01158,4.04,1.617,1,66.5,HIGH
-0.0513,0.0154,0.9966,-0.911,0.445,1.682,0.53,0.891,0.00747,0.22,0.0,0,12.0,LOW
-0.009,-0.0178,0.9762,-0.14,-1.371,-0.14,0.56,0.728,0.0056,0.14,0.084,0,14.4,LOW
0.0723,0.1524,0.9147,2.891,-4.652,0.544,5.61,3.926,0.01513,8.21,1.399,1,91.4,CRITICAL
-0.0208,0.0442,1.006,0.377,1.141,-2.188,0.632,0.506,0.00124,0.03,0.102,0,10.4,LOW
0.016,0.0298,1.0014,1.701,1.244,0.82,0.817,0.557,0.00396,0.0,0.0,0,10.4,LOW
-0.0156,-0.0518,1.0376,-0.37,0.504,0.838,0.768,0.563,0.00523,0.0,0.029,0,16.1,LOW
-0.0459,0.0101,1.0101,-0.751,0.638,-0.467,0.791,0.588,0.00779,0.0,0.008,0,11.5,LOW
-0.0215,-0.0475,1.0006,-0.549,0.911,-0.745,0.716,0.577,0.00381,0.04,0.0,0,8.5,LOW
-0.0047,-0.007,0.9975,-1.156,-1.267,-2.217,0.75,0.579,0.00351,0.0,0.024,0,11.2,LOW
-0.046,0.0148,0.9794,-0.008,1.317,1.348,0.527,0.536,0.00298,0.0,0.012,0,12.2,LOW
-0.0031,0.053,0.9833,-0.975,1.882,-0.093,0.184,0.316,0.00051,0.0,0.0,0,8.7,LOW
-0.0048,-0.0006,1.0055,1.844,-0.325,-0.573,0.238,0.509,0.00472,0.08,0.039,0,8.8,LOW
-0.0308,-0.0185,0.9867,1.287,-0.295,0.318,0.169,0.624,0.00377,0.27,0.079,0,9.9,LOW
0.0489,-0.1077,1.0034,-5.87,5.844,-3.293,3.36,3.886,0.02154,2.31,0.772,1,58.0,MEDIUM
0.016,0.0227,1.0108,0.274,0.328,1.608,1.021,0.485,0.00443,0.0,0.0,0,12.0,LOW
0.1056,0.0,0.906,-3.318,2.649,4.182,2.482,5.373,0.01387,5.85,0.781,1,78.9,HIGH
-0.054,0.0227,0.9256,-4.608,-3.749,1.965,5.315,8.262,0.01821,2.07,1.424,1,95.3,CRITICAL
-0.0296,-0.0164,0.9975,0.104,-0.379,0.508,0.45,0.609,0.00362,0.0,0.046,0,7.0,LOW
-0.0263,-0.0494,0.9947,-1.793,0.837,0.307,0.423,0.621,0.00416,0.0,0.07,0,9.8,LOW
-0.0702,-0.0975,0.9486,-0.369,-3.762,-0.157,3.002,0.194,0.03035,4.87,1.637,1,55.8,MEDIUM
-0.0345,-0.0124,0.9918,2.219,-0.221,0.254,0.367,0.0,0.008,0.0,0.077,0,9.3,LOW
0.0166,0.0005,1.0093,0.534,0.591,1.155,0.442,0.0,0.00544,0.0,0.023,0,7.5,LOW
-0.0293,-0.0182,1.0016,-1.46,0.229,0.13,0.695,0.252,0.00422,0.0,0.0,0,7.6,LOW
-0.0012,0.0006,1.0117,0.33,0.294,-1.1,0.803,0.417,0.00843,0.01,0.007,0,11.6,LOW
-0.1706,0.033,0.9662,6.112,-0.336,3.888,1.38,1.403,0.00312,9.99,0.9,1,54.2,MEDIUM
0.0214,-0.02,0.9949,-0.275,-0.248,-1.32,0.425,0.563,0.00562,0.0,0.047,0,8.9,LOW
-0.0054,0.0239,0.9951,0.036,0.136,-0.322,0.572,0.251,0.00045,0.0,0.016,0,5.0,LOW
0.002,-0.0008,0.978,0.998,1.848,1.053,0.875,1.046,0.00601,0.18,0.023,0,17.9,LOW
0.0347,0.1424,1.0071,2.581,-6.844,-3.32,5.75,3.608,0.03903,7.14,0.548,1,79.6,HIGH
-0.0113,0.0216,0.9794,-0.129,0.711,0.707,0.323,0.466,0.00627,0.17,0.01,0,11.1,LOW
0.0229,-0.0193,0.9575,4.976,1.979,4.216,6.754,6.604,0.03275,1.42,0.365,1,86.6,CRITICAL
0.0129,-0.1269,0.9157,3.605,-13.656,11.093,9.052,0.0,0.02307,4.8,1.793,1,100.0,CRITICAL
0.0457,0.0355,1.0138,0.858,0.465,-0.297,0.786,0.348,0.00511,0.0,0.039,0,10.6,LOW
0.004,0.0105,0.992,-1.303,0.024,-0.39,0.667,0.039,0.00569,0.03,0.011,0,8.3,LOW
-0.0009,-0.0078,1.0004,0.142,0.223,-0.686,0.61,0.732,0.00284,0.12,0.05,0,7.9,LOW
-0.0355,-0.0137,0.9996,-0.617,0.273,-0.21,0.307,0.331,0.00783,0.0,0.02,0,6.1,LOW
-0.058,0.0583,0.8901,-4.258,7.717,2.66,5.421,5.054,0.01351,10.4,0.879,1,100.0,CRITICAL
0.0106,0.0212,1.0292,-1.087,-0.288,-0.237,0.917,1.123,0.00668,0.08,0.08,0,18.3,LOW
-0.0035,-0.0241,1.0048,0.868,0.811,0.702,1.225,0.75,0.00103,0.0,0.018,0,11.3,LOW
-0.0162,0.0209,0.9865,1.078,-0.143,-0.149,0.327,0.471,0.0038,0.21,0.0,0,9.1,LOW
-0.0338,0.02,1.0006,-0.11,0.836,-0.545,0.552,0.837,0.00221,0.11,0.0,0,8.1,LOW
-0.0147,-0.0237,0.9937,1.0,0.425,0.312,0.83,0.16,0.00742,0.01,0.0,0,9.2,LOW
-0.0077,-0.0253,0.9853,-0.136,0.375,0.754,0.536,0.594,0.0076,0.0,0.0,0,11.0,LOW
0.0037,-0.0939,0.9213,-1.285,1.085,2.062,4.066,6.645,0.0293,4.42,1.192,1,86.2,CRITICAL
-0.0301,-0.007,1.0046,0.009,-0.658,-1.23,0.024,0.386,0.00305,0.0,0.022,0,5.7,LOW
-0.0252,-0.0208,1.0088,-1.661,-0.142,0.425,1.207,0.778,0.00585,0.1,0.0,0,14.2,LOW
-0.0347,-0.023,0.9995,0.577,-2.436,0.92,0.5,0.875,0.00444,0.0,0.016,0,11.0,LOW
-0.0546,0.0201,1.0075,1.75,0.518,0.829,0.51,0.205,0.0095,0.11,0.0,0,10.4,LOW
-0.0115,-0.0041,1.0033,-1.124,0.936,1.196,0.707,0.0,0.00361,0.18,0.0,0,7.8,LOW
0.0673,-0.001,1.0132,-1.564,0.588,-0.947,0.102,0.268,0.00487,0.0,0.0,0,8.5,LOW
-0.019,-0.0078,0.9765,-1.153,1.093,-1.203,0.523,0.634,0.0068,0.0,0.0,0,14.4,LOW
0.0867,-0.0252,0.9576,0.361,-1.308,2.021,1.522,3.359,0.02029,2.38,1.043,1,47.7,MEDIUM
0.1613,-0.0486,1.0205,0.629,9.905,1.508,1.343,0.048,0.01759,1.47,1.608,1,41.0,MEDIUM
0.0227,0.0269,0.982,1.183,-1.307,-0.035,0.0,0.351,0.00802,0.09,0.0,0,10.2,LOW
-0.0068,0.057,1.0123,-2.518,-1.0,0.439,0.103,0.614,0.00664,0.15,0.0,0,11.7,LOW
0.0386,-0.0157,0.9854,0.442,0.546,-0.131,0.716,0.236,0.00316,0.02,0.009,0,8.8,LOW
-0.0016,-0.0611,0.9515,2.104,-1.211,1.756,5.393,3.866,0.01764,2.72,1.084,1,67.4,HIGH
-0.0039,-0.0201,1.0049,-0.314,0.239,0.065,0.394,0.596,0.00426,0.0,0.005,0,6.8,LOW
0.0048,-0.0391,1.0003,0.652,-0.803,1.982,0.128,0.068,0.0045,0.01,0.053,0,5.8,LOW
-0.0499,-0.0504,1.0049,-0.717,-0.302,0.512,0.325,0.748,0.00349,0.05,0.01,0,7.9,LOW
0.0434,0.0052,1.0093,-0.209,2.197,0.255,0.333,0.743,0.0044,0.0,0.0,0,10.8,LOW
-0.0242,-0.1101,0.8956,-0.371,-5.285,-12.389,4.214,2.346,0.01108,1.93,0.715,1,78.1,HIGH
-0.0249,0.0037,0.9907,1.45,1.705,0.393,0.149,0.519,0.00699,0.04,0.0,0,10.1,LOW
-0.207,0.0469,0.9604,-5.834,-0.434,0.99,3.328,7.66,0.01841,1.3,0.942,1,73.6,HIGH
-0.029,0.0168,0.9845,0.489,0.12,2.123,0.728,0.583,0.00584,0.03,0.053,0,13.7,LOW
-0.0121,-0.0093,0.9953,-0.084,-2.053,-0.498,0.932,0.59,0.00652,0.04,0.0,0,12.2,LOW
-0.012,-0.0131,1.0005,0.519,1.141,-0.933,0.0,0.286,0.005,0.12,0.0,0,5.3,LOW
0.0103,0.0243,0.9984,-0.43,-1.152,-0.232,0.213,0.324,0.00574,0.0,0.0,0,6.1,LOW
-0.0365,-0.0077,1.0026,0.279,-0.728,2.093,0.0,0.025,0.00743,0.0,0.0,0,6.2,LOW
-0.0403,0.0488,0.969,-0.504,-10.706,-5.004,4.314,6.0,0.01079,3.52,0.131,1,76.1,HIGH
-0.0332,0.0392,1.0051,-0.363,-1.391,-0.96,0.412,0.447,0.00407,0.07,0.027,0,8.5,LOW
0.0346,-0.0308,1.0021,0.457,0.249,0.326,0.257,0.377,0.00623,0.0,0.017,0,5.8,LOW
-0.0332,-0.0386,0.9692,0.003,0.854,0.783,0.421,0.179,0.0046,0.0,0.064,0,12.0,LOW
0.0182,0.019,0.995,-1.443,-1.296,0.885,0.076,0.369,0.00774,0.06,0.087,0,8.9,LOW
0.0116,0.0509,0.8644,-3.86,5.087,-7.471,7.351,3.874,0.01088,6.81,1.554,1,100.0,CRITICAL
-0.0188,0.0319,0.9895,0.048,-0.291,1.456,0.589,0.795,0.00612,0.0,0.0,0,11.7,LOW
-0.0383,0.0137,1.0008,-0.282,0.354,-0.753,0.249,0.996,0.00463,0.0,0.0,0,7.8,LOW
-0.0007,0.0284,1.0084,0.308,-1.198,-0.035,0.525,0.231,0.00402,0.0,0.0,0,7.8,LOW
0.015,0.0299,1.0082,1.226,-0.048,-1.542,0.76,0.361,0.0073,0.0,0.0,0,11.3,LOW
-0.002,0.0139,1.0028,-0.203,0.115,-1.357,0.67,1.033,0.00892,0.0,0.073,0,12.5,LOW
0.0316,0.0036,1.0043,0.11,0.401,0.806,0.608,0.548,0.00491,0.02,0.0,0,8.4,LOW
0.0081,-0.018,0.9828,-2.646,-4.066,-2.691,3.72,7.49,0.00834,5.84,0.944,1,75.5,HIGH
0.0086,-0.0012,1.0018,-0.29,-1.81,-0.703,0.0,0.562,0.00528,0.1,0.019,0,7.4,LOW
0.0311,-0.0051,1.0036,-0.095,-0.098,-1.811,0.231,0.419,0.00737,0.13,0.032,0,8.7,LOW
-0.1919,0.0424,0.9429,7.981,4.23,-0.509,3.806,4.098,0.01736,5.82,1.649,1,81.7,CRITICAL
-0.0036,0.0319,0.9967,-0.414,-1.896,0.772,0.915,0.93,0.00703,0.04,0.0,0,13.4,LOW
0.0058,0.0457,1.0028,-0.638,-0.267,-0.071,0.8,0.505,0.00656,0.05,0.001,0,8.9,LOW
-0.0361,0.0132,1.003,-0.437,-0.811,-0.323,0.905,0.87,0.0055,0.0,0.05,0,11.1,LOW
0.0052,0.018,1.0092,1.457,-2.217,-1.721,0.582,0.668,0.00495,0.0,0.0,0,13.1,LOW
-0.0365,-0.0307,1.0054,1.081,-1.202,-1.065,0.047,0.68,0.00315,0.0,0.0,0,7.8,LOW
-0.0479,-0.0512,0.9894,1.626,-0.827,-0.513,0.181,0.918,0.00629,0.07,0.0,0,11.4,LOW
0.0705,-0.0112,0.9941,-0.634,-0.53,0.94,0.68,0.258,0.00789,0.0,0.023,0,9.3,LOW
0.0139,-0.0592,1.0209,-0.593,0.212,0.128,0.269,0.0,0.00523,0.07,0.0,0,7.9,LOW
-0.0241,0.0361,1.0004,-1.248,0.237,1.028,0.823,0.188,0.00557,0.04,0.0,0,8.3,LOW
0.0982,-0.0342,0.9838,1.294,8.581,3.904,3.709,7.962,0.02763,6.48,1.144,1,91.2,CRITICAL
-0.0299,-0.0626,1.0038,1.631,-0.485,-0.789,0.721,0.364,0.00175,0.18,0.025,0,8.9,LOW
0.0096,0.0193,0.9965,-0.014,0.55,-2.125,0.525,0.734,0.00703,0.0,0.0,0,11.1,LOW
0.0001,0.0068,1.0016,-0.085,1.779,-0.186,0.69,0.368,0.00498,0.08,0.0,0,8.9,LOW
-0.0096,0.0092,0.9996,0.378,-1.474,-0.457,0.688,1.005,0.00503,0.03,0.026,0,10.9,LOW
-0.0135,0.032,0.986,1.491,-0.371,0.913,0.671,0.968,0.00182,0.12,0.014,0,12.9,LOW
0.0118,0.0296,1.0073,0.239,-0.006,-0.078,0.549,0.704,0.00607,0.03,0.0,0,8.7,LOW
0.0066,0.0268,1.0021,-1.108,-0.325,-0.587,0.009,0.924,0.00585,0.0,0.0,0,7.8,LOW
-0.0059,0.0337,0.9941,-0.54,-1.807,0.644,0.35,0.791,0.00416,0.0,0.094,0,10.5,LOW
-0.0207,-0.0065,0.9846,-0.662,-0.441,-0.258,0.708,0.626,0.00053,0.0,0.0,0,9.8,LOW
-0.0025,0.0686,1.017,-2.727,3.584,4.422,4.73,5.11,0.01333,8.71,1.249,1,79.9,HIGH
0.0011,0.0128,1.0105,-2.157,0.591,1.092,0.0,0.3,0.00166,0.01,0.0,0,7.6,LOW
0.0634,-0.0919,1.0509,-5.891,-0.645,5.244,3.121,5.38,0.02134,5.39,2.512,1,85.8,CRITICAL
0.0376,-0.0362,0.9956,-0.121,1.957,0.618,0.256,0.688,0.00704,0.01,0.108,0,10.4,LOW
0.0,-0.0005,1.0069,-1.146,-0.687,-1.007,0.962,0.305,0.00555,0.0,0.032,0,10.8,LOW
0.0493,0.0771,0.9962,-0.694,-0.574,-0.199,0.221,0.249,0.00346,0.0,0.014,0,5.1,LOW
0.0264,0.0031,1.006,-1.88,-1.705,0.043,0.89,0.406,0.00559,0.0,0.057,0,12.2,LOW
0.0474,-0.0734,0.9999,-0.751,-0.308,1.204,0.233,0.244,0.00132,0.0,0.058,0,4.8,LOW
-0.0414,0.0331,0.9955,0.631,0.18,0.886,0.644,0.761,0.0048,0.0,0.036,0,9.8,LOW
-0.0012,0.0265,0.9913,1.013,0.783,0.748,0.256,0.353,0.00405,0.03,0.023,0,7.8,LOW
-0.0698,-0.0317,1.0086,-0.294,0.828,-0.58,0.069,0.584,0.00867,0.0,0.092,0,9.0,LOW
-0.0074,-0.0257,0.9947,-0.989,-1.682,0.253,0.497,0.392,0.00889,0.0,0.033,0,10.4,LOW
0.0064,-0.0268,1.0114,0.984,-2.843,0.186,0.826,0.361,0.00543,0.0,0.0,0,13.2,LOW
-0.023,-0.0309,1.0087,-0.165,0.886,1.273,0.295,0.103,0.00573,0.22,0.069,0,8.2,LOW
-0.0162,-0.0759,0.9951,0.197,-0.604,0.106,0.563,0.352,0.004,0.0,0.009,0,6.9,LOW
0.0608,-0.0262,0.9904,-0.468,-0.133,0.23,0.266,0.292,0.00275,0.0,0.035,0,6.0,LOW
0.0188,0.0175,0.9918,0.904,0.127,1.555,0.0,0.752,0.00553,0.07,0.038,0,9.3,LOW
0.0105,-0.0046,1.0059,0.214,2.477,-0.678,0.892,0.247,0.00334,0.12,0.0,0,10.8,LOW
0.0053,-0.0119,0.9803,-1.744,-0.428,0.244,0.0,0.429,0.0055,0.0,0.005,0,10.0,LOW
0.0628,-0.0944,0.8668,-10.909,-3.466,-3.369,3.675,3.748,0.02616,3.67,1.013,1,94.5,CRITICAL
-0.0181,0.0418,1.0072,-2.31,1.123,-0.97,0.872,0.146,0.0044,0.0,0.01,0,11.0,LOW
0.0355,-0.0064,0.9968,1.117,0.776,-0.814,0.388,0.141,0.00457,0.0,0.093,0,7.0,LOW
0.01,0.0278,0.9888,2.492,-0.507,-1.341,0.402,0.875,0.00385,0.02,0.0,0,12.9,LOW
-0.026,0.0092,0.9961,1.762,0.095,1.015,0.266,1.327,0.00487,0.07,0.0,0,11.8,LOW
0.0195,-0.0308,1.0043,-0.706,-2.953,-0.626,0.152,0.659,0.00425,0.0,0.026,0,10.2,LOW
-0.0059,0.0013,0.9929,0.167,-0.681,-0.38,0.212,0.792,0.00916,0.0,0.063,0,9.7,LOW
0.0869,-0.1,0.9754,-6.177,-7.517,-2.606,4.544,3.176,0.04287,6.15,1.825,1,85.2,CRITICAL
0.0706,-0.0176,1.0081,-0.193,-0.584,1.081,0.0,0.555,0.00557,0.0,0.0,0,7.4,LOW
0.148,-0.0539,0.9413,-2.798,0.872,7.472,4.2,8.362,0.01327,5.31,0.68,1,92.0,CRITICAL
-0.0422,0.0149,0.9813,0.324,0.188,0.48,0.223,0.768,0.00303,0.2,0.05,0,10.2,LOW
0.0308,-0.0448,0.9927,-0.476,-0.603,1.113,0.846,0.601,0.00336,0.07,0.033,0,10.6,LOW
0.0435,-0.034,0.9895,0.529,1.756,-1.341,0.886,0.659,0.00664,0.0,0.015,0,13.8,LOW
-0.0132,-0.0648,1.0161,-0.883,1.054,0.252,0.003,0.312,0.00488,0.0,0.084,0,8.5,LOW
0.0114,-0.0088,1.0012,-0.172,0.74,-0.036,0.084,0.507,0.00026,0.0,0.038,0,4.0,LOW
-0.0098,0.0094,0.9874,1.571,2.533,2.218,0.566,0.422,0.00486,0.0,0.016,0,13.6,LOW
-0.0275,0.0061,1.0136,-0.356,-0.605,0.335,0.601,0.517,0.00354,0.04,0.0,0,9.5,LOW
0.0205,-0.0007,0.9969,0.844,-0.743,-1.17,0.57,0.605,0.0,0.12,0.0,0,8.0,LOW
0.054,-0.0074,0.9896,-1.411,-0.418,0.884,0.0,0.967,0.00541,0.0,0.074,0,10.5,LOW
-0.0085,-0.0017,0.9935,0.693,1.471,-0.999,0.684,0.77,0.00658,0.0,0.0,0,12.0,LOW
-0.0376,-0.0299,1.0005,-1.693,0.767,-2.052,0.0,0.631,0.0059,0.0,0.044,0,8.8,LOW
0.0289,-0.0102,1.015,0.386,-0.914,1.309,0.349,0.633,0.00556,0.14,0.005,0,11.4,LOW
-0.0669,0.0122,1.0047,0.784,1.021,0.95,0.98,0.45,0.00738,0.0,0.062,0,11.6,LOW
-0.007,0.0291,0.9966,-0.002,-0.348,0.88,0.317,0.222,0.00511,0.07,0.0,0,5.9,LOW
-0.0153,0.0089,1.0066,-0.506,-0.846,-0.421,0.072,0.871,0.00766,0.2,0.0,0,9.4,LOW
-0.1304,0.1071,0.8708,-0.577,1.59,8.066,1.789,5.901,0.02025,1.08,1.757,1,86.0,CRITICAL
-0.0086,-0.0115,0.9954,-0.875,0.818,0.138,0.371,0.334,0.00118,0.07,0.002,0,6.1,LOW
-0.0845,0.0261,1.0009,-0.708,0.1,-0.191,0.0,0.197,0.00567,0.08,0.0,0,3.9,LOW
-0.0276,-0.0251,1.0133,0.664,-1.712,0.499,0.448,0.564,0.00725,0.06,0.0,0,11.9,LOW
0.0279,-0.0528,1.0015,-0.543,1.22,-0.197,0.584,0.298,0.00519,0.12,0.002,0,7.7,LOW
-0.0145,-0.0004,1.0014,0.165,-1.673,-0.225,0.836,0.602,0.00325,0.0,0.057,0,9.8,LOW
-0.0352,0.0198,1.0012,-0.786,0.676,-0.409,0.162,0.426,0.00431,0.08,0.029,0,5.9,LOW
0.0196,0.0146,0.9916,-1.86,0.57,0.885,0.0,0.565,0.0046,0.0,0.017,0,8.6,LOW
-0.1445,-0.1149,0.9275,-0.193,-7.676,6.278,5.63,6.736,0.00873,1.58,0.85,1,88.9,CRITICAL
-0.0033,0.0017,0.9816,0.233,-0.65,-1.34,0.526,0.8,0.00609,0.07,0.0,0,13.2,LOW
-0.026,-0.0095,0.8971,-2.435,1.765,9.88,3.939,2.756,0.00162,7.06,0.639,1,80.7,CRITICAL
-0.0094,-0.0103,1.0109,-1.892,-1.611,-0.874,0.491,0.205,0.00488,0.05,0.0,0,10.5,LOW
0.0365,-0.0391,0.9953,-0.184,-1.302,-1.682,0.403,0.477,0.00737,0.0,0.0,0,9.9,LOW
0.0196,-0.0248,0.9839,0.055,-0.157,2.727,0.767,0.277,0.00558,0.0,0.0,0,13.2,LOW
0.0158,0.0779,1.017,-0.649,-0.239,1.815,0.75,0.207,0.00659,0.16,0.0,0,12.4,LOW
-0.0128,0.0116,1.0119,-0.253,-1.831,-0.227,0.917,0.808,0.00666,0.0,0.0,0,14.1,LOW
0.0011,0.0316,1.0058,-1.322,-0.372,-1.62,0.368,0.433,0.0047,0.0,0.0,0,9.0,LOW
0.017,-0.0145,1.0066,-0.34,-0.506,0.119,0.861,0.019,0.01042,0.01,0.0,0,8.9,LOW
-0.0053,0.0504,1.0141,0.182,-0.393,-0.645,0.837,0.504,0.00518,0.0,0.0,0,10.9,LOW
0.0673,0.0497,1.0077,-1.418,-1.152,-0.391,0.751,0.246,0.00134,0.12,0.0,0,9.0,LOW
-0.0272,-0.0158,1.006,0.426,-0.012,1.382,0.526,0.64,0.00373,0.03,0.031,0,9.4,LOW
-0.0362,-0.0332,0.9994,0.999,-1.49,-2.987,0.619,0.0,0.00719,0.0,0.0,0,10.0,LOW
-0.0677,-0.0033,1.0183,-1.87,1.092,-0.804,0.467,0.19,0.00444,0.06,0.0,0,11.2,LOW
0.0106,-0.0078,0.9994,-0.075,1.324,-1.457,0.825,0.319,0.00418,0.0,0.0,0,8.9,LOW
0.063,0.0448,0.9941,0.617,0.808,-0.807,0.465,0.722,0.00397,0.06,0.011,0,9.2,LOW
-0.003,0.0471,1.0159,0.691,-0.375,-0.44,0.407,0.521,0.00713,0.22,0.0,0,10.8,LOW
0.1304,0.1534,1.02,8.324,-8.237,2.747,5.606,7.449,0.01173,5.13,0.737,1,91.7,CRITICAL
0.0317,-0.021,0.9897,0.655,-0.296,-0.837,0.167,0.228,0.00596,0.03,0.009,0,7.2,LOW
0.0569,-0.0287,0.9176,-3.806,2.003,-5.061,2.452,4.753,0.01903,0.0,1.232,1,67.1,HIGH
0.0183,-0.0144,1.0034,1.417,1.155,0.525,0.707,0.297,0.00516,0.04,0.0,0,9.2,LOW
-0.0485,-0.0212,0.9892,-1.124,-1.562,-0.481,0.473,0.592,0.00427,0.0,0.0,0,10.7,LOW
0.1693,-0.0246,1.0296,3.168,-3.741,1.374,4.648,4.193,0.02995,3.51,1.244,1,71.1,HIGH
-0.0223,0.0295,0.9999,0.778,1.318,1.527,0.932,0.789,0.00703,0.0,0.0,0,12.3,LOW
0.0029,-0.0218,1.0081,0.445,-0.69,2.038,0.325,0.754,0.00529,0.08,0.008,0,11.0,LOW
-0.0099,-0.021,1.0024,-0.122,0.562,-2.358,0.271,0.395,0.00562,0.0,0.0,0,8.5,LOW
